"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FC","2022-09-25","94","1.29","6.54","Harris II, Michael",671739,621237,"strikeout","swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","PHI","ATL","S",2,,1,2,2022,"-0.19","0.28","-1.57","1.26",,,,1,7,"Top",,,,,596117,,,-7.070894049116962,-136.52155293101538,-8.658791494455357,-0.8382947688072344,28.82355756477401,-27.023341438196923,"3.55","1.53",,,,"95",2278,"6.9",661585,621237,596117,656555,516416,664761,681082,656941,669016,663837,"53.6",,,"0",1,0,0,,57,5,"Cutter",6,5,5,6,5,6,5,6,"Standard","Standard",162,"0.031","-0.112"
"FC","2022-09-25","94.5","1.44","6.49","Harris II, Michael",671739,621237,,"ball",,,,,11,"Michael Harris II strikes out swinging.","R","L","L","PHI","ATL","B",,,0,2,2022,"-0.43","0.34","-1.39","3.27",,,,1,7,"Top",,,,,596117,,,-6.4295959457718,-137.4585511966566,-3.4526286495668503,-4.0569426098385835,30.303333555540267,-27.342811168930577,"3.51","1.51",,,,"95",2289,"6.6",661585,621237,596117,656555,516416,664761,681082,656941,669016,663837,"53.93",,,,,,,,57,4,"Cutter",6,5,5,6,5,6,5,6,"Standard","Standard",166,"0","0.011"
"SI","2022-09-25","98","-2.21","5.58","Harris II, Michael",671739,622554,,"ball",,,,,11,"Michael Harris II walks.","R","L","R","PHI","ATL","B",,,1,0,2022,"-1.15","1.07","-1.06","2.75",,,,1,9,"Top",,,,,596117,,,5.74632844438821,-142.57948308234447,-4.620742363961923,-17.002954396788173,32.590602660734135,-16.702571831821814,"3.59","1.61",,,,"97.9",2346,"6.2",661585,622554,596117,656555,516416,664761,681082,656941,669016,663837,"54.26",,,,,,,,73,2,"Sinker",6,6,6,6,6,6,6,6,"Standard","Standard",215,"0","0.044"
"SI","2022-09-25","94","-2.25","6.27","Harris II, Michael",671739,502043,,"ball",,,,,11,"Michael Harris II walks.","R","L","R","PHI","ATL","B",,,2,0,2022,"-1.11","0.56","-0.84","3.02",,,,1,1,"Top",,,,,596117,,,6.1419460554254055,-136.9059809795351,-4.038297479419241,-15.264867520217678,26.384018360329872,-24.43969198845575,"3.42","1.59",,,,"95",2085,"6.5",661585,502043,596117,656555,516416,664761,681082,656941,669016,663837,"53.95",,,,,,,,2,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",222,"0","0.086"
"SI","2022-09-25","97.8","-2.16","5.62","Harris II, Michael",671739,622554,,"ball",,,,,14,"Michael Harris II walks.","R","L","R","PHI","ATL","B",,,0,0,2022,"-0.95","1.28","1.01","2.16",,,,1,9,"Top",,,,,596117,,,10.688827779636823,-141.96456589598867,-6.741877803756138,-15.33721006392703,33.54929702911073,-13.381591148882704,"3.42","1.57",,,,"97.2",2297,"6.2",661585,622554,596117,656555,516416,664761,681082,656941,669016,663837,"54.35",,,,,,,,73,1,"Sinker",6,6,6,6,6,6,6,6,"Standard","Standard",214,"0","0.023"
"SI","2022-09-25","94.5","-1.97","6.48","Harris II, Michael",671739,502043,,"ball",,,,,14,"Michael Harris II walks.","R","L","R","PHI","ATL","B",,,1,0,2022,"-1.38","0.58","0.61","-0.13",,,,1,1,"Top",,,,,596117,,,9.7980862764642,-136.9554556683671,-12.956457309122515,-19.340760029968568,25.274433180597008,-22.344727560692164,"3.53","1.61",,,,"95.3",2184,"6.6",661585,502043,596117,656555,516416,664761,681082,656941,669016,663837,"53.86",,,,,,,,2,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",220,"0","0.044"
"FC","2022-09-25","94.7","1.4","6.58","Harris II, Michael",671739,621237,,"foul",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","PHI","ATL","S",,,0,2,2022,"-0.29","0.41","-1.18","2.24",,,,1,7,"Top",,,,,596117,,,-6.084786300612214,-137.72878463582694,-6.582972114672237,-2.374736172843893,30.793409414033228,-25.677830391765426,"3.55","1.53",223,"78.5",49,"94.8",2283,"6.4",661585,621237,596117,656555,516416,664761,681082,656941,669016,663837,"54.11",,,,,,,,57,3,"Cutter",6,5,5,6,5,6,5,6,"Standard","Standard",148,"0","0"
"SI","2022-09-25","102.5","1.36","6.46","Harris II, Michael",671739,621237,,"foul",,,,,8,"Michael Harris II strikes out swinging.","R","L","L","PHI","ATL","S",,,0,1,2022,"1.16","1.16","0.08","2.14",,,,1,7,"Top",,,,,596117,,,-6.486547248678393,-148.94278186228692,-9.83754394232991,18.855804883414624,35.98273080739897,-12.722615516764286,"3.55","1.53",1,"77.4",-55,"103.3",2154,"6.8",661585,621237,596117,656555,516416,664761,681082,656941,669016,663837,"53.69",,,,,,,,57,2,"Sinker",6,5,5,6,5,6,5,6,"Standard","Standard",149,"0","-0.031"
"CH","2022-09-25","87.8","-2.31","6.29","Harris II, Michael",671739,502043,,"ball",,,,,14,"Michael Harris II walks.","R","L","R","PHI","ATL","B",,,0,0,2022,"-1.5","0.24","0.66","1.23",,,,1,1,"Top",,,,,596117,,,10.307079356119123,-127.40219451252723,-6.625752294551685,-18.43353702051684,25.465800062838632,-28.33737257333918,"3.42","1.57",,,,"88.1",1672,"6.6",661585,502043,596117,656555,516416,664761,681082,656941,669016,663837,"53.93",,,,,,,,2,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",229,"0","0.023"
"SI","2022-09-25","102","1.33","6.56","Harris II, Michael",671739,621237,,"called_strike",,,,,8,"Michael Harris II strikes out swinging.","R","L","L","PHI","ATL","S",,,0,0,2022,"1.01","1.27","0.17","1.64",,,,1,7,"Top",,,,,596117,,,-5.725666562667584,-148.1115795182398,-11.63884546045419,16.2511560903745,35.92419519451768,-10.916543642678542,"3.4","1.61",,,,"102.5",2106,"6.7",661585,621237,596117,656555,516416,664761,681082,656941,669016,663837,"53.81",,,,,,,,57,1,"Sinker",6,5,5,6,5,6,5,6,"Standard","Standard",148,"0","-0.024"
"FF","2022-09-24","90.5","1.1","5.81","Harris II, Michael",671739,663559,"home_run","hit_into_play",,,,,4,"Michael Harris II homers (19) on a fly ball to left field.   Marcell Ozuna scores.","R","L","L","PHI","ATL","X",,"fly_ball",2,0,2022,"-0.14","1.43","-0.6","2.89",,,542303,1,4,"Top",31.9,92.15,,,592663,,,-4.004410611413623,-131.73910801941312,-4.480080106959265,-0.7638951693899725,28.291978811842018,-14.725922596468527,"3.55","1.55",351,"101.4",36,"91.9",2031,"7.1",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"53.38",0.351,0.696,"2",1,0,3,5,26,3,"4-Seam Fastball",0,2,2,0,4,0,4,0,"Standard","Standard",174,"-0.138","1.597"
"SL","2022-09-24","83","1.18","5.73","Harris II, Michael",671739,663559,,"ball",,,,,13,"Michael Harris II homers (19) on a fly ball to left field.   Marcell Ozuna scores.","R","L","L","PHI","ATL","B",,,1,0,2022,"-0.54","0.23","-1.2","0.84",,,542303,1,4,"Top",,,,,592663,,,-4.4729609570079685,-120.78460532812944,-5.31739648513743,-4.563832250593894,21.634344623171266,-29.11582210533529,"3.43","1.45",,,,"84.9",1997,"7.4",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"53.13",,,,,,,,26,2,"Slider",0,2,2,0,2,0,2,0,"Standard","Standard",226,"0","0.08"
"FF","2022-09-24","89.3","1.01","5.79","Harris II, Michael",671739,663559,,"ball",,,,,11,"Michael Harris II homers (19) on a fly ball to left field.   Marcell Ozuna scores.","R","L","L","PHI","ATL","B",,,0,0,2022,"-0.23","1.31","-1.25","2.5",,,542303,1,4,"Top",,,,,592663,,,-5.239251798081978,-129.96549254282473,-4.982636396679284,-1.5755577019644724,26.563118010749584,-16.512234398826987,"3.43","1.37",,,,"92",2012,"7.8",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"52.67",,,,,,,,26,1,"4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard",177,"0","0.042"
"SL","2022-09-24","81.6","1.16","5.74","Harris II, Michael",671739,663559,"field_out","hit_into_play",,,,,13,"Michael Harris II grounds out, first baseman Rhys Hoskins to pitcher Bailey Falter.   Travis d'Arnaud to 3rd.","R","L","L","PHI","ATL","X",3,"ground_ball",0,2,2022,"-0.58","0.16","-0.81","1.01",,518595,,1,2,"Top",143.6,172.29,,,592663,,,-3.3622482625363013,-118.77101788329806,-4.4515387415024765,-4.890922485432036,22.327214215492507,-30.022959652915834,"3.55","1.55",2,"77",-25,"83.1",2131,"7.2",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"53.27",0.034,0.031,"0",1,0,0,2,10,6,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",257,"0.032","-0.205"
"FF","2022-09-24","91.1","1.12","5.83","Harris II, Michael",671739,663559,,"foul",,,,,11,"Michael Harris II grounds out, first baseman Rhys Hoskins to pitcher Bailey Falter.   Travis d'Arnaud to 3rd.","R","L","L","PHI","ATL","S",,,0,2,2022,"-0.31","1.39","-1.07","2.59",,518595,,1,2,"Top",,,,,592663,,,-4.92705590256235,-132.71092331405512,-5.422219625329453,-2.792397934384629,25.08907140537949,-14.71581121449916,"3.55","1.55",305,"90.1",39,"93.5",2060,"7.4",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"53.12",,,,,,,,10,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",175,"0","0"
"SL","2022-09-24","83.5","1.19","5.8","Harris II, Michael",671739,663559,,"foul",,,,,7,"Michael Harris II grounds out, first baseman Rhys Hoskins to pitcher Bailey Falter.   Travis d'Arnaud to 3rd.","R","L","L","PHI","ATL","S",,,0,2,2022,"-0.5","0.07","-0.61","1.91",,518595,,1,2,"Top",,,,,592663,,,-3.220454910636356,-121.6486328486312,-2.7458688652786387,-4.388075019746256,22.25804140351653,-31.214611639613626,"3.55","1.55",,,,"85",2053,"7",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"53.47",,,,,,,,10,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",236,"0","0"
"FF","2022-09-24","91.8","1.05","5.8","Harris II, Michael",671739,663559,,"foul",,,,,1,"Michael Harris II grounds out, first baseman Rhys Hoskins to pitcher Bailey Falter.   Travis d'Arnaud to 3rd.","R","L","L","PHI","ATL","S",,,0,2,2022,"-0.15","1.64","-0.64","3.45",,518595,,1,2,"Top",,,,,592663,,,-4.0318025159118145,-133.66673739848653,-3.7115605723166625,-0.9434099145933389,29.811400239989098,-11.994432910843198,"3.55","1.55",274,"83.6",39,"93.6",2132,"7.4",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"53.13",,,,,,,,10,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",172,"0","0"
"FF","2022-09-24","90.9","1.12","5.84","Harris II, Michael",671739,663559,,"swinging_strike",,,,,2,"Michael Harris II grounds out, first baseman Rhys Hoskins to pitcher Bailey Falter.   Travis d'Arnaud to 3rd.","R","L","L","PHI","ATL","S",,,0,1,2022,"-0.11","1.68","-0.09","3.54",,518595,,1,2,"Top",,,,,592663,,,-2.8746507216162165,-132.32264621240617,-3.512688413659104,-0.6491874218386013,28.44175129968942,-11.928940999789548,"3.55","1.55",,,,"92.4",2144,"7.2",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"53.3",,,,,,,,10,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",164,"0","-0.071"
"SL","2022-09-24","82.8","1.29","5.79","Harris II, Michael",671739,663559,,"swinging_strike",,,,,13,"Michael Harris II grounds out, first baseman Rhys Hoskins to pitcher Bailey Falter.   Travis d'Arnaud to 3rd.","R","L","L","PHI","ATL","S",,,0,0,2022,"-0.25","0.25","-0.92","1.89",,518595,,1,2,"Top",,,,,592663,,,-4.642901969288102,-120.58555964526064,-2.9459091326522833,-1.5362045076612316,23.922197346185403,-29.357772221543346,"3.55","1.55",,,,"84.4",2074,"7.3",661586,663559,592663,656555,516416,664761,681082,656941,669016,665155,"53.16",,,,,,,,10,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",232,"0","-0.043"
"SL","2022-09-24","84.6","-1.56","5.47","Harris II, Michael",671739,571479,"double","hit_into_play",,,,,8,"Michael Harris II doubles (27) on a sharp line drive to center fielder Brandon Marsh.   Travis d'Arnaud to 3rd.","R","L","R","PHI","ATL","X",8,"line_drive",3,2,2022,"0.31","0.52","-0.19","2.17",,,518595,1,5,"Top",136.58,36.53,,,592663,,,2.556518699058033,-123.248159926608,-2.4296845744567337,2.674514930384844,22.456735290123763,-26.589884373128367,"3.55","1.55",401,"109.9",16,"84",2367,"5.7",661586,571479,592663,656555,516416,664761,681082,656941,669016,665155,"54.83",0.714,0.853,"1.25",1,1,1,6,39,6,"Slider",0,6,6,0,6,0,6,0,"Standard","Standard",140,"-0.011","0.846"
"FF","2022-09-24","92.7","-1.56","5.52","Harris II, Michael",671739,571479,,"foul",,,,,5,"Michael Harris II doubles (27) on a sharp line drive to center fielder Brandon Marsh.   Travis d'Arnaud to 3rd.","R","L","R","PHI","ATL","S",,,3,1,2022,"-0.84","1.49","-0.16","2.55",,,518595,1,5,"Top",,,,,592663,,,5.384908740064279,-134.7897511645347,-4.981809545962729,-11.459677445821146,30.008575435403895,-13.166714442110422,"3.55","1.55",208,"76.3",55,"91.8",2526,"5.8",661586,571479,592663,656555,516416,664761,681082,656941,669016,665155,"54.67",,,,,,,,39,5,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Standard","Standard",216,"0","-0.099"
"FF","2022-09-24","93.3","-1.65","5.45","Harris II, Michael",671739,571479,,"ball",,,,,13,"Michael Harris II doubles (27) on a sharp line drive to center fielder Brandon Marsh.   Travis d'Arnaud to 3rd.","R","L","R","PHI","ATL","B",,,2,1,2022,"-1.09","1.57","-0.22","0.83",,,518595,1,5,"Top",,,,,592663,,,6.029724309720361,-135.41450481379954,-9.457522994585789,-14.767916753918993,30.70457777129796,-10.960068339463549,"3.51","1.49",,,,"92.4",2543,"6",661586,571479,592663,656555,516416,664761,681082,656941,669016,665155,"54.49",,,,,,,,39,4,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Standard","Standard",223,"0","0.102"
"CH","2022-09-24","88.9","-1.6","5.48","Harris II, Michael",671739,571479,,"ball",,,,,13,"Michael Harris II doubles (27) on a sharp line drive to center fielder Brandon Marsh.   Travis d'Arnaud to 3rd.","R","L","R","PHI","ATL","B",,,1,1,2022,"-1.36","0.63","-1.59","1.64",,,518595,1,5,"Top",,,,,592663,,,2.8421272509928093,-129.41033949260398,-4.66515303106386,-15.858926875612442,27.196883604086104,-24.310246561604192,"3.53","1.47",,,,"88.4",1740,"6",661586,571479,592663,656555,516416,664761,681082,656941,669016,665155,"54.51",,,,,,,,39,3,"Changeup",0,6,6,0,6,0,6,0,"Standard","Standard",240,"0","0.073"
"SL","2022-09-24","84.5","-1.5","5.57","Harris II, Michael",671739,571479,,"called_strike",,,,,7,"Michael Harris II doubles (27) on a sharp line drive to center fielder Brandon Marsh.   Travis d'Arnaud to 3rd.","R","L","R","PHI","ATL","S",,,1,0,2022,"0.17","0.27","-0.61","1.67",,,518595,1,5,"Top",,,,,592663,,,1.7330470294425906,-123.10101237037219,-3.319475805603221,1.424522196037399,22.468000407604823,-28.980507457646294,"3.48","1.44",,,,"84.1",2363,"5.8",661586,571479,592663,656555,516416,664761,681082,656941,669016,665155,"54.72",,,,,,,,39,2,"Slider",0,6,6,0,6,0,6,0,"Standard","Standard",170,"0","-0.058"
"CH","2022-09-24","88.2","-1.47","5.46","Harris II, Michael",671739,571479,,"blocked_ball",,,,,14,"Michael Harris II doubles (27) on a sharp line drive to center fielder Brandon Marsh.   Travis d'Arnaud to 3rd.","R","L","R","PHI","ATL","B",,,0,0,2022,"-1.31","0.63","0.56","-0.58",,,518595,1,5,"Top",,,,,592663,,,7.602461337367991,-128.02005506935348,-9.875402161261114,-15.969100238701012,24.685460041003083,-23.444896569462898,"3.5","1.44",,,,"88",1620,"6.1",661586,571479,592663,656555,516416,664761,681082,656941,669016,665155,"54.35",,,,,,,,39,1,"Changeup",0,6,6,0,6,0,6,0,"Standard","Standard",240,"0","0.042"
"CH","2022-09-24","92.5","-2.07","5.51","Harris II, Michael",671739,622554,"single","hit_into_play",,,,,7,"Michael Harris II singles on a ground ball to shortstop Bryson Stott.","R","L","R","PHI","ATL","X",6,"ground_ball",1,1,2022,"-1.39","0.77","-0.55","1.64",,,,2,7,"Top",110.46,145.31,,,592663,,,6.921154945805749,-134.4926210592408,-5.744085841768141,-18.31930552588185,28.693590197456757,-21.7932164964493,"3.55","1.55",15,"99.7",-6,"92.8",1918,"6.5",661586,622554,592663,656555,516416,664761,681082,656941,669016,665155,"54.01",0.28,0.252,"0.9",1,1,0,2,56,3,"Changeup",2,6,6,2,6,2,6,2,"Standard","Standard",234,"-0.002","0.123"
"SI","2022-09-24","99","-1.99","5.61","Harris II, Michael",671739,622554,,"ball",,,,,14,"Michael Harris II singles on a ground ball to shortstop Bryson Stott.","R","L","R","PHI","ATL","B",,,0,1,2022,"-1.37","1.12","0.07","1.06",,,,2,7,"Top",,,,,592663,,,8.807937528975854,-143.69504674268723,-9.566970225832371,-21.004044421088338,32.34901775836417,-14.622520927495279,"3.49","1.47",,,,"98.9",2435,"6.3",661586,622554,592663,656555,516416,664761,681082,656941,669016,665155,"54.17",,,,,,,,56,2,"Sinker",2,6,6,2,6,2,6,2,"Standard","Standard",212,"0","0.011"
"FF","2022-09-24","98.7","-2.17","5.61","Harris II, Michael",671739,622554,,"foul",,,,,8,"Michael Harris II singles on a ground ball to shortstop Bryson Stott.","R","L","R","PHI","ATL","S",,,0,0,2022,"-0.43","1.4","0.03","2.02",,,,2,7,"Top",,,,,592663,,,6.960322534299046,-143.40116565476228,-7.535303638964847,-7.578776431972733,33.54591975113076,-11.262645220801982,"3.55","1.55",180,"66.6",46,"98.5",2376,"6.3",661586,622554,592663,656555,516416,664761,681082,656941,669016,665155,"54.21",,,,,,,,56,1,"4-Seam Fastball",2,6,6,2,6,2,6,2,"Standard","Standard",217,"0","-0.017"
"CH","2022-09-23","85.4","-1.93","4.99","Harris II, Michael",671739,605400,"field_out","hit_into_play",,,,,7,"Michael Harris II grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.","R","L","R","PHI","ATL","X",4,"ground_ball",1,2,2022,"-1.51","0.53","-0.51","1.72",,,,2,5,"Top",151.52,152.95,,,592663,,,6.449077969809098,-124.27439453805701,-2.50800705966976,-16.940105408732947,23.70379637303958,-26.346444956758408,"3.55","1.55",11,"88.8",-8,"86.3",1512,"6.8",661587,605400,592663,656555,516416,664761,681082,656941,669016,663837,"53.73",0.154,0.151,"0",1,0,0,2,45,6,"Changeup",8,0,0,8,0,8,0,8,"Standard","Standard",248,"0.001","-0.07"
"KC","2022-09-23","78.4","-1.67","5.25","Harris II, Michael",671739,605400,,"foul",,,,,7,"Michael Harris II grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.","R","L","R","PHI","ATL","S",,,1,2,2022,"1.07","-0.6","-0.37","1.5",,,,2,5,"Top",,,,,592663,,,0.8250407563902465,-114.02564953331938,0.004316320933190232,9.066358848855385,24.59978952568483,-37.62119214075006,"3.55","1.55",12,"49.8",-6,"78.5",2446,"6.8",661587,605400,592663,656555,516416,664761,681082,656941,669016,663837,"53.71",,,,,,,,45,5,"Knuckle Curve",8,0,0,8,0,8,0,8,"Standard","Standard",61,"0","0"
"CH","2022-09-23","85.6","-1.9","5.06","Harris II, Michael",671739,605400,,"foul",,,,,7,"Michael Harris II grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.","R","L","R","PHI","ATL","S",,,1,2,2022,"-1.49","0.28","-0.32","1.66",,,,2,5,"Top",,,,,592663,,,6.8065559756706575,-124.66261352842105,-2.4153211334898836,-16.846865840122298,22.00855486554489,-28.98748317912964,"3.55","1.55",2,"72.1",-42,"87",1564,"6.9",661587,605400,592663,656555,516416,664761,681082,656941,669016,663837,"53.65",,,,,,,,45,4,"Changeup",8,0,0,8,0,8,0,8,"Standard","Standard",249,"0","0"
"FF","2022-09-23","92.5","-1.85","5.06","Harris II, Michael",671739,605400,,"foul",,,,,13,"Michael Harris II grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.","R","L","R","PHI","ATL","S",,,1,1,2022,"-1.29","1.56","-1.01","2.21",,,,2,5,"Top",,,,,592663,,,5.013868845072341,-134.42727615679442,-4.775024238133863,-16.72026539248617,35.17414154495596,-12.603173973498308,"3.55","1.55",208,"71.9",47,"92.6",2138,"6.9",661587,605400,592663,656555,516416,664761,681082,656941,669016,663837,"53.62",,,,,,,,45,3,"4-Seam Fastball",8,0,0,8,0,8,0,8,"Standard","Standard",233,"0","-0.023"
"CH","2022-09-23","83.9","-1.86","5.13","Harris II, Michael",671739,605400,,"swinging_strike",,,,,13,"Michael Harris II grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.","R","L","R","PHI","ATL","S",,,1,0,2022,"-1.54","0.6","-1.02","2.32",,,,2,5,"Top",,,,,592663,,,5.0507036558852905,-121.89637138735303,-1.109233297863299,-16.304067478453405,29.48583747993262,-26.265885763957467,"3.55","1.55",,,,"83.8",1456,"6.9",661587,605400,592663,656555,516416,664761,681082,656941,669016,663837,"53.64",,,,,,,,45,2,"Changeup",8,0,0,8,0,8,0,8,"Standard","Standard",248,"0","-0.021"
"CH","2022-09-23","84.5","-1.96","5.2","Harris II, Michael",671739,605400,,"ball",,,,,13,"Michael Harris II grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.","R","L","R","PHI","ATL","B",,,0,0,2022,"-2.09","0.06","-1.91","2.17",,,,2,5,"Top",,,,,592663,,,4.317754366889803,-122.66091859684208,-0.5261790430893237,-21.678135373549182,34.5709443036762,-31.752605980425916,"3.51","1.47",,,,"83.3",1334,"6.6",661587,605400,592663,656555,516416,664761,681082,656941,669016,663837,"53.87",,,,,,,,45,1,"Changeup",8,0,0,8,0,8,0,8,"Standard","Standard",250,"0","0.015"
"CH","2022-09-23","85.2","-2.01","5.19","Harris II, Michael",671739,605400,"strikeout","swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","R","PHI","ATL","S",2,,0,2,2022,"-1.31","0.6","-0.32","1.36",,,543257,1,3,"Top",,,,,592663,,,6.64824318050224,-123.90435853383593,-3.920631637238581,-14.829996940486915,25.030303065594556,-25.377056784763457,"3.55","1.55",,,,"85.7",1513,"6.7",661587,605400,592663,656555,516416,664761,681082,656941,669016,663837,"53.85",,,"0",1,0,0,,24,3,"Changeup",4,0,0,4,0,4,0,4,"Standard","Standard",244,"0.021","-0.179"
